#Tiempo	 Theta1 	 Theta2 	 P1 	 P2 	 x1 	 y1 	 x2 	 y2
0.10361	1.5639	1.5731	-0.155415	-0.0518046	0.499988	-0.00345048	1.49997	-0.00575092
0.10431	1.5638	1.57313	-0.156465	-0.0521546	0.499988	-0.00349726	1.49997	-0.0058289
0.105011	1.56371	1.57316	-0.157516	-0.0525046	0.499987	-0.00354436	1.49997	-0.0059074
0.105711	1.56361	1.57319	-0.158566	-0.0528546	0.499987	-0.00359177	1.49997	-0.00598643
0.106411	1.56352	1.57322	-0.159616	-0.0532046	0.499987	-0.0036395	1.49997	-0.00606598
0.107111	1.56342	1.57325	-0.160666	-0.0535547	0.499986	-0.00368754	1.49997	-0.00614606
0.107811	1.56332	1.57329	-0.161716	-0.0539047	0.499986	-0.0037359	1.49997	-0.00622666
0.108511	1.56323	1.57332	-0.162766	-0.0542547	0.499986	-0.00378457	1.49997	-0.00630779
0.109211	1.56313	1.57335	-0.163816	-0.0546047	0.499985	-0.00383356	1.49997	-0.00638944
0.109911	1.56303	1.57338	-0.164866	-0.0549547	0.499985	-0.00388286	1.49997	-0.00647162
0.110611	1.56293	1.57342	-0.165916	-0.0553047	0.499985	-0.00393248	1.49997	-0.00655432
0.111311	1.56283	1.57345	-0.166966	-0.0556547	0.499984	-0.00398241	1.49997	-0.00663755
0.112011	1.56273	1.57348	-0.168017	-0.0560047	0.499984	-0.00403266	1.49997	-0.0067213
0.112711	1.56263	1.57352	-0.169067	-0.0563547	0.499983	-0.00408322	1.49996	-0.00680558
0.113411	1.56253	1.57355	-0.170117	-0.0567047	0.499983	-0.0041341	1.49996	-0.00689038
0.114111	1.56243	1.57359	-0.171167	-0.0570547	0.499982	-0.00418529	1.49996	-0.00697571
0.114811	1.56232	1.57362	-0.172217	-0.0574048	0.499982	-0.00423679	1.49996	-0.00706156
0.115512	1.56222	1.57365	-0.173267	-0.0577548	0.499982	-0.00428862	1.49996	-0.00714794
0.116212	1.56211	1.57369	-0.174317	-0.0581048	0.499981	-0.00434075	1.49996	-0.00723484
0.116912	1.56201	1.57372	-0.175367	-0.0584548	0.499981	-0.0043932	1.49996	-0.00732227
0.117612	1.5619	1.57376	-0.176417	-0.0588048	0.49998	-0.00444597	1.49996	-0.00741022
0.118312	1.5618	1.5738	-0.177467	-0.0591548	0.49998	-0.00449905	1.49996	-0.0074987
0.119012	1.56169	1.57383	-0.178517	-0.0595048	0.499979	-0.00455245	1.49996	-0.0075877
0.119712	1.56158	1.57387	-0.179568	-0.0598548	0.499979	-0.00460616	1.49996	-0.00767723
0.120412	1.56148	1.5739	-0.180618	-0.0602048	0.499978	-0.00466018	1.49995	-0.00776728
0.121112	1.56137	1.57394	-0.181668	-0.0605548	0.499978	-0.00471452	1.49995	-0.00785786
0.121812	1.56126	1.57398	-0.182718	-0.0609048	0.499977	-0.00476918	1.49995	-0.00794896
0.122512	1.56115	1.57401	-0.183768	-0.0612548	0.499977	-0.00482415	1.49995	-0.00804059
0.123212	1.56104	1.57405	-0.184818	-0.0616048	0.499976	-0.00487943	1.49995	-0.00813274
0.123912	1.56093	1.57409	-0.185868	-0.0619547	0.499976	-0.00493503	1.49995	-0.00822542
0.124612	1.56081	1.57412	-0.186918	-0.0623047	0.499975	-0.00499095	1.49995	-0.00831863
0.125313	1.5607	1.57416	-0.187968	-0.0626547	0.499975	-0.00504717	1.49995	-0.00841235
0.126013	1.56059	1.5742	-0.189018	-0.0630047	0.499974	-0.00510372	1.49995	-0.00850661
0.126713	1.56047	1.57424	-0.190069	-0.0633547	0.499973	-0.00516058	1.49994	-0.00860139
0.127413	1.56036	1.57427	-0.191119	-0.0637047	0.499973	-0.00521775	1.49994	-0.00869669
0.128113	1.56025	1.57431	-0.192169	-0.0640547	0.499972	-0.00527524	1.49994	-0.00879252
